CustID,State,Age,Plan,MonthlyRecharge,DataGB,CallsMin,SMS,Churn
2631,Odisha,31,Prepaid,1092.89,77.29,549,95,No
2632,Gujarat,22,Postpaid,761.17,27.6,526,377,No
2633,Tripura,56,Prepaid,1229.01,24.53,351,285,No
2634,Odisha,19,Prepaid,302.94,39.34,683,68,No
2635,Tripura,51,Postpaid,495.77,54,586,180,Yes
2636,Arunachal Pradesh,26,Postpaid,1535.54,25.09,205,347,No
2637,Madhya Pradesh,50,Prepaid,137.3,38.44,247,77,Yes
2638,Telangana,50,Prepaid,1221.92,78,387,55,No
2639,Gujarat,38,Postpaid,204.22,73.99,322,450,Yes
2640,Mizoram,25,Postpaid,582.42,16.31,812,21,No
2641,Uttarakhand,22,Prepaid,978.73,65.74,989,353,Yes
2642,Himachal Pradesh,64,Postpaid,440.87,46.14,879,48,No
2643,Meghalaya,59,Postpaid,1986.14,15.72,811,229,Yes
2644,Chhattisgarh,37,Prepaid,1889.74,59.73,257,420,No
2645,Punjab,24,Postpaid,1211.37,82.96,601,313,No
2646,Madhya Pradesh,55,Postpaid,428.9,71.97,521,148,Yes
2647,Arunachal Pradesh,25,Postpaid,1056,83.85,88,433,Yes
2648,Maharashtra,21,Prepaid,177.56,9.22,842,412,Yes
2649,Uttar Pradesh,51,Postpaid,1931.71,30.15,171,335,No
2650,Arunachal Pradesh,64,Postpaid,1596.65,22.63,675,296,No
2651,Uttar Pradesh,57,Postpaid,1984.77,53.38,851,269,Yes
2652,Chhattisgarh,58,Prepaid,1393.38,28.29,124,354,Yes
2653,Tamil Nadu,60,Prepaid,930.62,82.52,119,389,No
2654,Mizoram,48,Prepaid,1556.17,2.48,267,54,No
2655,Madhya Pradesh,48,Postpaid,1410.59,16.53,634,120,Yes
2656,Himachal Pradesh,50,Prepaid,222.02,58.08,301,231,Yes
2657,Tripura,28,Postpaid,950.28,89.18,510,326,No
2658,Andhra Pradesh,52,Postpaid,986.81,78.36,503,170,No
2659,Gujarat,22,Prepaid,1964.03,2.47,582,253,No
2660,Tripura,42,Prepaid,1000.15,25.91,638,349,No
2661,Meghalaya,60,Postpaid,1230.11,75.37,76,331,No
2662,Arunachal Pradesh,63,Postpaid,1008.99,18.57,834,207,Yes
2663,Kerala,29,Postpaid,304.86,12.28,950,251,No
2664,Bihar,69,Prepaid,1281.28,33.59,772,97,Yes
2665,Assam,68,Prepaid,922.17,68.95,367,415,No
2666,Karnataka,37,Prepaid,1240.23,77.16,889,360,Yes
2667,Assam,29,Postpaid,308.3,43.18,580,273,No
2668,Assam,65,Prepaid,644.74,82.36,831,408,No
2669,Tripura,51,Postpaid,1963.93,13.58,791,53,Yes
2670,West Bengal,30,Prepaid,961.48,55.45,558,334,Yes
2671,Himachal Pradesh,40,Prepaid,959.09,11.78,498,251,No
2672,Jharkhand,36,Postpaid,309.42,89.7,306,460,No
2673,Chhattisgarh,19,Postpaid,1646.57,44.17,291,238,Yes
2674,Tripura,44,Postpaid,625.95,41.4,217,478,Yes
2675,Bihar,66,Postpaid,1322.92,70.25,559,123,No
2676,Uttarakhand,27,Prepaid,1203.11,39.89,345,187,No
2677,Odisha,64,Prepaid,1027.32,70.82,438,235,No
2678,Kerala,50,Prepaid,1843.27,9.92,570,498,No
2679,Sikkim,64,Postpaid,1289.28,40.94,571,384,Yes
2680,Tamil Nadu,44,Prepaid,281.03,6.16,527,477,Yes
2681,Odisha,70,Postpaid,1532.27,46.85,520,350,Yes
2682,Manipur,45,Postpaid,1720.87,83.16,719,290,Yes
2683,Tripura,52,Prepaid,1328.03,79.01,608,70,No
2684,Kerala,52,Postpaid,1449.96,2.03,409,72,No
2685,West Bengal,28,Postpaid,399.75,23.67,839,21,No
2686,Kerala,33,Prepaid,1280.49,96.71,508,497,No
2687,Bihar,66,Postpaid,1837.53,10.52,905,262,Yes
2688,Odisha,28,Prepaid,1244.81,6.39,241,455,No
2689,Maharashtra,51,Postpaid,1512.91,50.19,576,293,Yes
2690,Assam,23,Prepaid,1792.24,68.96,106,395,Yes
2691,Tripura,63,Prepaid,691.6,49.61,135,149,No
2692,Odisha,47,Prepaid,188.79,59.75,917,485,No
2693,Sikkim,19,Prepaid,1240.03,8.91,983,380,Yes
2694,Meghalaya,67,Prepaid,627.28,44.15,763,370,No
2695,Manipur,50,Prepaid,1473.73,52.46,765,134,No
2696,Andhra Pradesh,33,Prepaid,1683.91,66.8,299,493,No
2697,Gujarat,54,Prepaid,1104.82,30.89,441,451,Yes
2698,Chhattisgarh,66,Prepaid,463.04,26.85,623,87,No
2699,Kerala,23,Postpaid,295.08,1.56,389,298,No
2700,Assam,38,Postpaid,1425.38,92.29,828,42,No
2701,Tamil Nadu,32,Postpaid,1147.66,48.58,330,477,No
2702,Haryana,39,Prepaid,1626.64,86.45,58,443,Yes
2703,Madhya Pradesh,48,Prepaid,1437.24,72.01,405,91,Yes
2704,Haryana,38,Prepaid,1640.66,51.05,831,104,No
2705,West Bengal,53,Postpaid,1619.77,6.4,890,170,No
2706,Karnataka,44,Prepaid,636.26,92.76,130,471,Yes
2707,Meghalaya,57,Postpaid,184.63,67.87,360,76,Yes
2708,Punjab,41,Postpaid,431.9,15.63,727,432,No
2709,Mizoram,18,Postpaid,310.97,77.47,335,433,No
2710,Punjab,56,Prepaid,1273.22,59.57,196,129,No
2711,Tripura,22,Postpaid,535.68,96.07,409,266,Yes
2712,Gujarat,19,Prepaid,120.57,21.94,418,319,Yes
2713,Madhya Pradesh,27,Prepaid,1000.1,72.87,472,478,No
2714,Uttar Pradesh,48,Prepaid,1992.86,98.58,857,258,No
2715,Karnataka,66,Prepaid,507.47,2.91,740,164,No
2716,Bihar,19,Prepaid,1500.58,85.66,835,15,No
2717,Assam,35,Prepaid,1041.35,84.79,729,234,Yes
2718,Karnataka,53,Prepaid,927.47,94.17,177,353,No
2719,Mizoram,30,Postpaid,582.43,12.28,789,122,Yes
2720,Tamil Nadu,67,Prepaid,1834.2,71.69,703,278,No
2721,Uttar Pradesh,59,Postpaid,1111.56,1.91,104,249,Yes
2722,Madhya Pradesh,69,Prepaid,1088.48,52.05,950,60,Yes
2723,Tripura,21,Prepaid,1805.96,35.29,242,360,Yes
2724,Tamil Nadu,50,Prepaid,1315.72,20.57,416,45,Yes
2725,Nagaland,40,Prepaid,730.28,55.82,665,371,No
2726,Gujarat,59,Postpaid,1125.93,39.94,270,293,No
2727,Arunachal Pradesh,59,Postpaid,1311.14,5.32,144,399,No
2728,Uttar Pradesh,28,Prepaid,1259.82,28.09,267,149,No
2729,Karnataka,62,Postpaid,627.73,23.2,915,386,Yes
2730,Mizoram,63,Prepaid,833.28,40.32,151,61,No
2731,Arunachal Pradesh,27,Postpaid,1052.5,10.72,490,436,Yes
2732,Andhra Pradesh,62,Postpaid,854.12,35.27,184,395,Yes
2733,Telangana,26,Postpaid,181.12,57.95,928,439,No
2734,Nagaland,32,Postpaid,154.28,45.07,947,239,Yes
2735,Odisha,25,Postpaid,1374.4,79.81,606,255,No
2736,Meghalaya,33,Postpaid,760.95,40.51,723,373,Yes
2737,Gujarat,47,Prepaid,1970.06,69.21,285,70,No
2738,Nagaland,68,Prepaid,131.18,47,328,75,No
2739,Bihar,19,Postpaid,125.95,79.53,271,127,Yes
2740,Tripura,29,Prepaid,1749.8,55.05,590,382,No
2741,Uttar Pradesh,33,Prepaid,432,57.52,147,171,Yes
2742,Assam,68,Postpaid,462.33,87.38,825,83,Yes
2743,Mizoram,63,Postpaid,908.32,80.85,986,15,Yes
2744,Bihar,47,Postpaid,1930.15,35.83,437,226,No
2745,West Bengal,39,Prepaid,1679.66,87.04,808,291,Yes
2746,Uttar Pradesh,43,Prepaid,159.42,14.39,673,141,Yes
2747,Himachal Pradesh,19,Postpaid,1826.86,58.47,882,450,No
2748,Rajasthan,63,Prepaid,1470.49,77.04,857,46,No
2749,Tripura,35,Postpaid,120.18,33.76,550,112,No
2750,Haryana,52,Prepaid,546.94,72.73,297,157,Yes
2751,Jharkhand,67,Postpaid,1310.92,18.75,53,454,No
2752,Mizoram,65,Prepaid,1716.98,95.05,547,128,No
2753,Sikkim,55,Prepaid,1074.58,38.68,699,204,No
2754,Karnataka,39,Prepaid,1917.13,1.11,971,397,No
2755,Gujarat,23,Prepaid,524.17,6.13,172,36,Yes
2756,Manipur,41,Prepaid,92.76,33.3,369,144,No
2757,Chhattisgarh,33,Prepaid,180.17,37.07,543,248,No
2758,Madhya Pradesh,61,Prepaid,1472.82,71.25,471,53,No
2759,Chhattisgarh,23,Prepaid,667.04,83.84,704,329,Yes
2760,Andhra Pradesh,21,Prepaid,855.92,16.37,798,458,No
2761,Bihar,63,Prepaid,626.32,42.29,684,188,No
2762,Assam,47,Postpaid,1702.46,28.28,349,497,Yes
2763,Haryana,38,Prepaid,1063.01,50.7,170,153,No
2764,Himachal Pradesh,32,Prepaid,352,31.08,700,277,No
2765,Punjab,26,Prepaid,1330.49,46.42,449,116,No
2766,Karnataka,55,Prepaid,1815.3,35.52,579,393,Yes
2767,Manipur,27,Postpaid,1223.83,3.28,943,33,Yes
2768,Karnataka,48,Postpaid,763.53,91.36,354,72,No
2769,Jharkhand,46,Postpaid,1243.92,38.24,219,184,No
2770,Madhya Pradesh,50,Postpaid,1314.1,84.88,999,360,No
2771,Manipur,52,Postpaid,1138.67,62.27,623,175,No
2772,Arunachal Pradesh,34,Prepaid,1952.94,20.52,62,337,Yes
2773,Madhya Pradesh,23,Prepaid,776.38,32.99,422,171,Yes
2774,Odisha,44,Prepaid,650.26,60.53,383,438,Yes
2775,Rajasthan,69,Postpaid,217.17,29.56,807,383,Yes
2776,Odisha,32,Prepaid,1259.28,84.87,760,64,No
2777,Karnataka,37,Postpaid,1641.59,85.99,455,444,No
2778,Assam,56,Postpaid,371.13,28.32,144,181,Yes
2779,Telangana,58,Postpaid,896.04,85.95,96,39,Yes
2780,Chhattisgarh,27,Prepaid,428.86,25.67,152,257,No
2781,Chhattisgarh,53,Prepaid,906.3,21.63,781,326,Yes
2782,Nagaland,63,Postpaid,1239.66,62.08,386,273,No
2783,Madhya Pradesh,52,Postpaid,372.52,1.56,220,294,Yes
2784,Tamil Nadu,63,Prepaid,895.37,19.25,475,280,No
2785,Arunachal Pradesh,50,Postpaid,731.18,55.62,547,384,Yes
2786,Bihar,68,Prepaid,1531.55,60.13,783,452,No
2787,Gujarat,59,Prepaid,1149.08,27.85,353,91,Yes
2788,Assam,55,Prepaid,1034.28,35.21,937,397,No
2789,Tripura,19,Prepaid,590.89,67.31,843,395,No
2790,Gujarat,64,Prepaid,530.15,20.23,996,302,No
2791,Assam,61,Postpaid,1084.07,45.55,290,385,No
2792,Karnataka,19,Prepaid,300.14,78.73,344,76,No
2793,Telangana,44,Postpaid,1137.41,37.89,109,426,Yes
2794,Madhya Pradesh,36,Prepaid,703.63,73.68,70,102,No
2795,Chhattisgarh,46,Postpaid,1984.4,41.25,549,83,No
2796,Kerala,61,Prepaid,838.7,2.47,278,1,Yes
2797,Punjab,64,Postpaid,1318.58,92.65,256,115,No
2798,Haryana,19,Prepaid,1975.98,36.25,472,443,No
2799,Uttarakhand,39,Prepaid,1484.37,24.63,369,130,No
2800,Uttar Pradesh,40,Prepaid,1831.41,62.51,123,491,Yes
2801,Maharashtra,43,Prepaid,577.55,70.23,917,9,Yes
2802,Uttar Pradesh,37,Postpaid,1246.4,71.67,186,36,No
2803,Jharkhand,48,Prepaid,1467.34,77.85,241,170,Yes
2804,Himachal Pradesh,57,Postpaid,1272.41,85.05,608,455,Yes
2805,Haryana,57,Prepaid,843.92,63.73,287,408,Yes
2806,Tripura,45,Prepaid,1466.79,28.82,347,55,No
2807,Himachal Pradesh,32,Prepaid,1557.97,43.84,378,400,Yes
2808,Mizoram,27,Postpaid,994.42,87.16,404,60,No
2809,Haryana,35,Prepaid,1778.34,78.85,363,257,No
2810,Telangana,39,Postpaid,1991.69,54.21,60,63,Yes
2811,Goa,53,Prepaid,699.3,47.37,844,357,No
2812,Odisha,39,Postpaid,640.05,34.84,870,478,No
2813,Haryana,24,Postpaid,1904.32,7.25,486,7,No
2814,Telangana,59,Postpaid,316.18,31.72,821,240,Yes
2815,Haryana,43,Prepaid,266.63,44.01,722,120,Yes
2816,Nagaland,34,Prepaid,1697.83,16.61,698,157,No
2817,Gujarat,46,Postpaid,1152.76,96.57,609,473,Yes
2818,Manipur,49,Prepaid,907.17,93.33,555,41,Yes
2819,Goa,55,Postpaid,316.8,28.65,450,388,Yes
2820,Nagaland,21,Postpaid,1253.62,93.59,642,97,Yes
2821,Maharashtra,33,Postpaid,1367.34,63.7,869,390,No
2822,Rajasthan,53,Postpaid,1032.15,48.88,951,29,Yes
2823,Himachal Pradesh,60,Postpaid,1894.78,1.98,736,165,No
2824,Haryana,43,Postpaid,1976.75,97.6,627,69,Yes
2825,Kerala,53,Prepaid,654.67,45.08,505,452,No
2826,Odisha,60,Prepaid,807.69,16.1,960,100,No
2827,Haryana,42,Postpaid,449.66,81.79,364,91,Yes
2828,Kerala,31,Postpaid,1975.41,83.33,904,146,Yes
2829,Maharashtra,20,Postpaid,1409.77,26.55,993,417,No
2830,Maharashtra,37,Prepaid,725.57,72.56,447,473,No
2831,Sikkim,48,Prepaid,510.89,55.96,441,400,Yes
2832,Nagaland,62,Prepaid,1129.35,69.62,849,354,Yes
2833,Chhattisgarh,24,Postpaid,1664.46,68.93,762,434,No
2834,Punjab,60,Prepaid,1816.09,83.08,828,124,Yes
2835,Mizoram,26,Postpaid,1348.23,46.91,341,391,Yes
2836,Andhra Pradesh,32,Prepaid,1118.66,38.64,346,4,Yes
2837,Sikkim,48,Postpaid,230.47,2.71,691,380,Yes
2838,West Bengal,50,Prepaid,1322.69,49.64,484,390,No
2839,Tamil Nadu,45,Prepaid,609.59,47.18,237,188,No
2840,Goa,38,Prepaid,1910.75,12,738,165,No
2841,Punjab,53,Postpaid,1760.68,79.28,385,457,Yes
2842,Uttar Pradesh,31,Postpaid,995.9,15.2,702,52,Yes
2843,Mizoram,47,Postpaid,1551.5,71.57,655,455,Yes
2844,Odisha,39,Postpaid,884.71,48.59,759,218,Yes
2845,Uttar Pradesh,21,Prepaid,1681.48,53.83,278,220,Yes
2846,Himachal Pradesh,32,Prepaid,1887.98,80.66,915,429,Yes
2847,Sikkim,54,Prepaid,162.55,89.98,170,398,Yes
2848,Mizoram,37,Postpaid,217.32,60.4,726,334,Yes
2849,West Bengal,26,Postpaid,515.15,87.47,340,401,No
2850,Mizoram,66,Postpaid,1177.33,36.21,618,338,No
2851,Tamil Nadu,43,Postpaid,599.39,35.24,552,472,No
2852,Tripura,43,Postpaid,1725.02,77.36,261,64,Yes
2853,Uttar Pradesh,58,Postpaid,918.85,87.89,338,15,No
2854,Haryana,52,Prepaid,1631.83,44.35,195,205,Yes
2855,Odisha,39,Postpaid,1169.21,71.71,464,76,Yes
2856,Chhattisgarh,44,Prepaid,1378.6,55.96,656,366,Yes
2857,Nagaland,60,Postpaid,1977.54,57.34,899,147,No
2858,Madhya Pradesh,67,Prepaid,713.82,93.7,947,185,Yes
2859,Gujarat,19,Postpaid,1383.08,83.25,843,70,No
2860,Rajasthan,41,Prepaid,1666.92,50.38,526,162,No
2861,Karnataka,18,Postpaid,168.79,6.71,556,222,No
2862,Punjab,57,Postpaid,160.48,96.94,460,62,No
2863,Tamil Nadu,46,Prepaid,1955.79,78.81,149,266,No
2864,Haryana,26,Postpaid,406.7,2.84,484,184,Yes
2865,Himachal Pradesh,19,Postpaid,1683.69,19.76,621,182,Yes
2866,Rajasthan,31,Postpaid,1610.74,84.98,351,113,No
2867,Rajasthan,43,Prepaid,1552.85,43.47,923,171,Yes
2868,Arunachal Pradesh,22,Prepaid,1792.31,22.28,647,457,Yes
2869,Karnataka,42,Prepaid,1871.57,77.3,274,65,Yes
2870,Madhya Pradesh,50,Postpaid,1423.22,52.68,611,489,No
2871,Jharkhand,67,Postpaid,1345.19,45.05,663,328,No
2872,Telangana,48,Postpaid,1679.35,97.86,652,415,No
2873,Maharashtra,61,Prepaid,1080.85,3.35,301,145,No
2874,Kerala,33,Prepaid,347.44,17.74,362,24,Yes
2875,Andhra Pradesh,36,Prepaid,333.3,49.05,656,176,Yes
2876,Karnataka,59,Prepaid,776.88,58.75,735,319,Yes
2877,Karnataka,47,Prepaid,1645.8,1.13,667,178,Yes
2878,Karnataka,68,Prepaid,85.63,79.22,783,166,Yes
2879,Odisha,26,Postpaid,1211.48,57.16,595,23,Yes
2880,Karnataka,60,Prepaid,973.59,1.88,692,108,Yes
2881,Mizoram,51,Prepaid,183.96,61.62,849,379,Yes
2882,Tripura,47,Postpaid,1272.78,12.74,933,121,No
2883,Sikkim,20,Prepaid,1132.97,80.25,558,465,Yes
2884,Telangana,37,Prepaid,955,71.48,800,215,No
2885,Tamil Nadu,52,Postpaid,129.65,22.93,675,345,Yes
2886,Haryana,51,Prepaid,920.4,73.68,204,274,No
2887,Uttarakhand,40,Prepaid,1204.51,41.23,616,417,Yes
2888,Uttarakhand,62,Postpaid,351.55,42.53,124,386,No
2889,Telangana,39,Postpaid,1264.95,24.03,431,488,Yes
2890,Uttarakhand,23,Postpaid,1903.04,66.49,146,475,Yes
2891,Mizoram,46,Prepaid,960.95,20.19,879,73,Yes
2892,Gujarat,26,Postpaid,1949.17,88.85,911,161,No
2893,Punjab,57,Postpaid,1305.93,24.93,262,280,No
2894,Maharashtra,27,Prepaid,94.64,90.24,585,123,Yes
2895,Meghalaya,43,Postpaid,271.83,20.49,922,462,No
2896,Nagaland,52,Prepaid,1479.21,13.88,210,211,Yes
2897,Telangana,55,Postpaid,984.82,94.25,581,96,No
2898,Haryana,37,Prepaid,133.62,2.66,756,106,No
2899,Andhra Pradesh,66,Prepaid,266.33,30.62,121,23,No
2900,Nagaland,42,Postpaid,924.74,73.74,482,491,Yes
2901,Jharkhand,18,Prepaid,1243.92,73.74,920,319,Yes
2902,Bihar,49,Prepaid,879.01,70.17,826,476,Yes
2903,Telangana,67,Postpaid,293.15,96.94,702,402,No
2904,Nagaland,47,Postpaid,239.73,78.93,665,294,No
2905,Andhra Pradesh,39,Postpaid,679.77,24.34,105,415,No
2906,Nagaland,25,Prepaid,653.58,93.98,954,451,No
2907,Mizoram,35,Prepaid,1264.13,98.12,116,18,No
2908,Punjab,54,Prepaid,1980.68,8.84,149,43,No
2909,Nagaland,27,Prepaid,243.06,88.29,829,233,Yes
2910,Uttar Pradesh,19,Prepaid,386.32,53.1,672,382,Yes
2911,Kerala,30,Prepaid,902.67,6.07,650,353,No
2912,Sikkim,41,Prepaid,651.94,16.95,507,171,Yes
2913,Andhra Pradesh,36,Prepaid,767.07,96.05,399,48,Yes
2914,Meghalaya,35,Prepaid,894.09,22,520,93,No
2915,Telangana,24,Prepaid,1634.86,52.57,633,267,Yes
2916,Punjab,67,Prepaid,729.42,48.34,581,326,No
2917,Andhra Pradesh,61,Postpaid,1433.74,77.29,930,17,Yes
2918,Chhattisgarh,29,Prepaid,1530.54,27.64,617,120,Yes
2919,Bihar,51,Prepaid,304.71,20.76,980,491,Yes
2920,Tripura,39,Postpaid,339.5,49.95,130,84,Yes
2921,Uttarakhand,35,Postpaid,1013.51,47.25,841,324,No
2922,Chhattisgarh,65,Postpaid,770.59,92.34,562,427,Yes
2923,Mizoram,26,Prepaid,1506.4,33.69,741,34,Yes
2924,Gujarat,67,Postpaid,451.16,91.77,348,362,No
2925,Arunachal Pradesh,44,Prepaid,84.49,92.79,318,149,No
2926,Gujarat,49,Prepaid,231.86,65.88,569,79,No
2927,Chhattisgarh,21,Prepaid,463.74,37.91,523,421,Yes
2928,Meghalaya,59,Prepaid,1675.4,25.32,469,215,Yes
2929,Sikkim,56,Prepaid,153.44,92.98,775,195,No
2930,Uttar Pradesh,69,Postpaid,190.62,30.13,575,118,Yes
2931,Andhra Pradesh,62,Postpaid,778.79,54.72,986,64,Yes
2932,Arunachal Pradesh,41,Postpaid,1196.89,59.56,617,359,No
2933,Goa,40,Prepaid,817.38,36.34,764,181,Yes
2934,Mizoram,25,Postpaid,1122.8,52.58,666,152,No
2935,Rajasthan,47,Postpaid,1439.51,37.65,182,455,Yes
2936,Odisha,37,Prepaid,1223.41,15.42,917,1,No
2937,Mizoram,37,Prepaid,1457.62,52,335,432,Yes
2938,Chhattisgarh,26,Prepaid,1866.95,23.85,913,64,No
2939,Himachal Pradesh,56,Postpaid,1047.94,84.93,69,141,No
2940,Telangana,63,Postpaid,125.05,55.81,402,202,No
2941,Karnataka,52,Postpaid,608.63,54.46,559,481,No
2942,West Bengal,47,Prepaid,1229.32,4.56,942,139,Yes
2943,Mizoram,68,Postpaid,939.61,31.26,152,298,No
2944,Odisha,51,Postpaid,388.57,32.34,531,453,Yes
2945,West Bengal,26,Postpaid,227.85,76.82,99,94,No
2946,Goa,18,Postpaid,216.01,61.22,851,142,Yes
2947,Maharashtra,38,Postpaid,508.28,84.73,381,483,Yes
2948,Meghalaya,60,Postpaid,1782.47,76.34,990,247,Yes
2949,Gujarat,70,Prepaid,401.28,11.21,251,466,Yes
2950,Kerala,32,Postpaid,1741.98,89.1,654,124,No
2951,Rajasthan,29,Postpaid,1237.33,77.45,585,450,Yes
2952,Gujarat,36,Postpaid,1778.74,17.19,999,406,No
2953,Bihar,36,Prepaid,650.59,96.42,265,431,Yes
2954,Karnataka,57,Prepaid,1107.41,6.18,522,142,No
2955,Jharkhand,21,Postpaid,1147.01,94.49,821,16,Yes
2956,Madhya Pradesh,59,Postpaid,1923.03,11.8,417,389,Yes
2957,Jharkhand,60,Prepaid,486.75,53.12,316,160,Yes
2958,Rajasthan,25,Postpaid,1302.98,73.33,106,39,Yes
2959,Gujarat,20,Prepaid,945.74,31.58,619,483,No
2960,Maharashtra,36,Prepaid,1723.69,85.97,949,333,Yes
2961,Maharashtra,42,Prepaid,472.08,20.7,67,111,Yes
2962,Manipur,54,Prepaid,1329.11,31.66,192,317,Yes
2963,Goa,31,Prepaid,88.51,96.65,496,144,No
2964,Punjab,30,Prepaid,1909.96,63.92,830,484,Yes
2965,Arunachal Pradesh,36,Prepaid,947.53,13.74,613,384,Yes
2966,Punjab,33,Postpaid,600.87,12.65,597,375,No
2967,Himachal Pradesh,26,Prepaid,857.75,22.64,299,264,No
2968,Meghalaya,67,Prepaid,1244.71,82.14,161,19,No
2969,Chhattisgarh,37,Postpaid,1113.13,8.77,659,461,No
2970,Andhra Pradesh,22,Prepaid,93.48,81.42,182,148,Yes
2971,Rajasthan,68,Postpaid,1072.77,46.71,787,50,No
2972,Odisha,47,Postpaid,1757.4,39.28,848,292,No
2973,Karnataka,54,Postpaid,383.58,39.52,140,270,Yes
2974,Odisha,32,Postpaid,58.66,92.2,222,365,Yes
2975,Odisha,56,Prepaid,295.69,37.15,840,360,Yes
2976,Bihar,58,Postpaid,254.29,10.74,735,48,No
2977,Uttarakhand,24,Prepaid,557.32,33.05,957,422,Yes
2978,Uttar Pradesh,19,Postpaid,493.85,76.37,535,174,No
2979,Bihar,42,Prepaid,1383.39,12.8,733,180,No
2980,Chhattisgarh,62,Postpaid,741.63,79.18,484,5,Yes
2981,Andhra Pradesh,64,Postpaid,387.86,20.12,642,114,No
2982,Mizoram,49,Postpaid,308.63,87.97,144,308,Yes
2983,Himachal Pradesh,68,Postpaid,1614.53,86.26,245,338,No
2984,Tamil Nadu,36,Postpaid,1652.39,63.68,801,137,Yes
2985,Bihar,37,Prepaid,1899.54,95.23,538,104,Yes
2986,Tamil Nadu,56,Postpaid,1631.02,63.38,436,484,No
2987,Arunachal Pradesh,21,Prepaid,1939.87,29.22,732,462,Yes
2988,Manipur,30,Prepaid,830.82,96.52,430,265,Yes
2989,West Bengal,50,Prepaid,249.89,23.6,94,46,No
2990,Bihar,58,Prepaid,1444.31,6.03,199,330,Yes
2991,Punjab,46,Postpaid,108.04,79.99,328,266,No
2992,West Bengal,53,Postpaid,436.97,15.11,219,169,Yes
2993,Bihar,63,Prepaid,1077.88,8.29,296,360,No
2994,Sikkim,56,Prepaid,1004.24,89.81,943,422,Yes
2995,Chhattisgarh,27,Postpaid,70.86,9.42,226,112,Yes
2996,Rajasthan,35,Postpaid,1054.34,82.53,879,227,Yes
2997,Rajasthan,42,Postpaid,1700.54,53.38,159,426,No
2998,Tripura,62,Prepaid,1818.98,20.11,960,63,Yes
2999,Himachal Pradesh,31,Postpaid,112.84,96.22,910,94,No
3000,Goa,25,Prepaid,261.06,37.34,265,271,Yes
3001,Rajasthan,40,Postpaid,1640.3,61.1,683,28,Yes
3002,Gujarat,34,Prepaid,1113.79,53.1,123,110,No
3003,Meghalaya,67,Prepaid,87.49,74.31,889,23,No
3004,Odisha,22,Prepaid,1356.37,60.34,703,151,No
3005,Jharkhand,62,Prepaid,258.52,48.14,379,263,No
3006,Rajasthan,64,Prepaid,1906.74,18,456,472,No
3007,Sikkim,64,Postpaid,1416.82,92.5,436,162,No
3008,Himachal Pradesh,69,Prepaid,1922.25,61.08,225,320,No
3009,Bihar,29,Postpaid,1435.92,6.45,92,496,No
3010,Tamil Nadu,62,Postpaid,1458.4,72.55,508,97,No
3011,Himachal Pradesh,65,Postpaid,92.77,52.78,745,60,No
3012,Himachal Pradesh,62,Postpaid,63.84,65.77,434,291,Yes
3013,Andhra Pradesh,24,Prepaid,1437.01,41.01,951,469,No
3014,Punjab,20,Postpaid,1511.21,94.38,395,57,Yes
3015,Andhra Pradesh,31,Prepaid,1947.22,62.6,919,452,No
3016,Uttar Pradesh,54,Postpaid,705.84,3.86,393,254,Yes
3017,Tripura,42,Prepaid,1820.01,94.34,585,347,Yes
3018,Bihar,19,Postpaid,1263.53,36.98,65,125,Yes
3019,Tamil Nadu,50,Postpaid,385.38,6.38,401,133,Yes
3020,Punjab,65,Prepaid,1416.95,93.07,562,92,Yes
3021,Tamil Nadu,29,Postpaid,150.5,8.34,355,14,No
3022,West Bengal,52,Prepaid,1593.46,4.45,978,352,Yes
3023,Tamil Nadu,56,Prepaid,1281.37,45.27,609,271,No
3024,Odisha,21,Postpaid,627.75,69.23,140,396,Yes
3025,Tamil Nadu,39,Prepaid,1775.1,71.69,718,355,No
3026,Manipur,25,Postpaid,1708.79,97.18,689,168,Yes
3027,Meghalaya,32,Prepaid,1492.77,43.65,154,433,Yes
3028,Karnataka,32,Prepaid,1405.65,27.98,571,186,Yes
3029,Mizoram,65,Postpaid,782.98,5.4,696,93,Yes
3030,Meghalaya,36,Prepaid,63.35,47.15,372,93,No
3031,Punjab,28,Prepaid,1641.24,68.15,358,53,No
3032,Tripura,30,Prepaid,921.01,97.99,345,247,No
3033,Madhya Pradesh,62,Postpaid,1557.66,47.4,761,303,No
3034,Jharkhand,59,Prepaid,623.83,52.46,721,107,No
3035,Andhra Pradesh,69,Prepaid,1818.19,61.1,206,496,Yes
3036,Bihar,54,Postpaid,779.91,8.11,704,232,Yes
3037,Uttar Pradesh,38,Prepaid,766.46,85.11,687,409,No
3038,Manipur,56,Postpaid,1544.65,3.48,366,203,No
3039,Madhya Pradesh,55,Prepaid,150.3,29.83,533,4,No
3040,Rajasthan,26,Postpaid,716.55,66.86,754,237,Yes
3041,Rajasthan,50,Prepaid,598.35,88.65,862,172,Yes
3042,Rajasthan,19,Prepaid,305.48,61.44,811,168,Yes
3043,Kerala,42,Postpaid,103.25,34.41,289,424,No
3044,Goa,43,Prepaid,1259.6,12.74,922,423,Yes
3045,Mizoram,32,Prepaid,1077.62,66.51,632,200,Yes
3046,Haryana,51,Postpaid,149.56,54.55,50,137,No
3047,Manipur,50,Prepaid,75.64,16.76,139,389,Yes
3048,Sikkim,58,Prepaid,513.86,37.48,860,411,Yes
3049,Gujarat,62,Postpaid,645.04,56.94,394,468,No
