UserId,EducationLevel,Occupation
YBI11483,High School,Factory
YBI11484,High School,Factory
YBI11485,High School,Factory
YBI11486,High School,Factory
YBI11487,High School,Factory
YBI11488,High School,Factory
YBI11489,Graduate,Self Employeed
YBI11490,High School,Factory
YBI11491,High School,Factory
YBI11492,High School,Factory
YBI11493,Graduate,Professional
YBI11494,Graduate,Professional
YBI11495,Graduate,Professional
YBI11496,Graduate,Self Employeed
YBI11497,High School,Office
YBI11498,High School,Office
YBI11499,High School,Office
YBI11500,Graduate,Self Employeed
YBI11501,Graduate,Self Employeed
YBI11502,Graduate,Self Employeed
YBI11503,High School,Office
YBI11504,High School,Office
YBI11505,High School,Office
YBI11506,High School,Factory
YBI11507,High School,Factory
YBI11508,High School,Office
YBI11509,High School,Office
YBI11510,High School,Office
YBI11511,Graduate,Self Employeed
YBI11512,Graduate,Self Employeed
YBI11513,High School,Office
YBI11514,High School,Office
YBI11515,Graduate,Self Employeed
YBI11516,Graduate,Self Employeed
YBI11517,High School,Office
YBI11518,High School,Office
YBI11519,High School,Factory
YBI11520,High School,Factory
YBI11521,High School,Factory
YBI11522,High School,Factory
YBI11523,High School,Factory
YBI11524,High School,Office
YBI11525,High School,Factory
YBI11526,High School,Office
YBI11527,Graduate,Self Employeed
YBI11528,Graduate,Self Employeed
YBI11529,High School,Factory
YBI11530,High School,Factory
YBI11531,High School,Factory
YBI11532,High School,Factory
YBI11533,High School,Office
YBI11534,High School,Office
YBI11535,Graduate,Self Employeed
YBI11536,Graduate,Self Employeed
YBI11537,Graduate,Self Employeed
YBI11538,High School,Self Employeed
YBI11539,Graduate,Self Employeed
YBI11540,Graduate,Self Employeed
YBI11541,Graduate,Self Employeed
YBI11542,Graduate,Factory
YBI11543,Graduate,Office
YBI11544,Graduate,Office
YBI11545,Graduate,Office
YBI11546,Graduate,Factory
YBI11547,Graduate,Factory
YBI11548,Graduate,Factory
YBI11549,High School,Factory
YBI11550,High School,Factory
YBI11551,High School,Factory
YBI11552,High School,Factory
YBI11553,High School,Factory
YBI11554,High School,Factory
YBI11555,High School,Factory
YBI11556,Graduate,Office
YBI11557,Graduate,Office
YBI11558,High School,Factory
YBI11559,Graduate,Office
YBI11560,Graduate,Office
YBI11561,Graduate,Office
YBI11562,Graduate,Office
YBI11563,High School,Factory
YBI11564,High School,Factory
YBI11565,High School,Factory
YBI11566,High School,Factory
YBI11567,Graduate,Office
YBI11568,Graduate,Office
YBI11569,Graduate,Office
YBI11570,High School,Factory
YBI11571,High School,Factory
YBI11572,High School,Factory
YBI11573,Graduate,Office
YBI11574,Graduate,Office
YBI11575,High School,Factory
YBI11576,High School,Factory
YBI11577,Graduate,Office
YBI11578,Graduate,Office
YBI11579,High School,Factory
YBI11580,High School,Factory
YBI11581,High School,Factory
YBI11582,High School,Factory
YBI11583,Graduate,Office
YBI11584,Graduate,Office
YBI11585,Graduate,Office
YBI11586,Graduate,Office
YBI11587,Graduate,Office
YBI11588,Graduate,Office
YBI11589,Graduate,Office
YBI11590,Graduate,Office
YBI11591,Graduate,Office
YBI11592,Graduate,Office
YBI11593,Graduate,Office
YBI11594,High School,Factory
YBI11595,High School,Factory
YBI11596,High School,Factory
YBI11597,High School,Factory
YBI11598,High School,Factory
YBI11599,High School,Factory
YBI11600,High School,Factory
YBI11601,Graduate,Office
YBI11602,Graduate,Office
YBI11603,Graduate,Office
YBI11604,High School,Factory
YBI11605,High School,Factory
YBI11606,Graduate,Office
YBI11607,Graduate,Office
YBI11608,Graduate,Office
YBI11609,Graduate,Office
YBI11610,Graduate,Self Employeed
YBI11611,Graduate,Self Employeed
YBI11612,Graduate,Self Employeed
YBI11613,High School,Factory
YBI11614,High School,Factory
YBI11615,High School,Factory
YBI11616,High School,Factory
YBI11617,High School,Factory
YBI11618,High School,Factory
YBI11619,High School,Factory
YBI11620,Graduate,Office
YBI11621,Graduate,Office
YBI11622,Graduate,Office
YBI11623,Graduate,Office
YBI11624,Graduate,Office
YBI11625,Graduate,Office
YBI11626,Graduate,Office
YBI11627,Graduate,Office
YBI11628,Graduate,Office
YBI11629,High School,Factory
YBI11630,High School,Factory
YBI11631,High School,Factory
YBI11632,High School,Factory
YBI11633,High School,Factory
YBI11634,High School,Factory
YBI11635,Graduate,Office
YBI11636,Graduate,Office
YBI11637,High School,Factory
YBI11638,Graduate,Office
YBI11639,Graduate,Office
YBI11640,Graduate,Office
YBI11641,Graduate,Office
YBI11642,Graduate,Office
YBI11643,High School,Factory
YBI11644,High School,Factory
YBI11645,High School,Factory
YBI11646,High School,Factory
YBI11647,High School,Factory
YBI11648,High School,Factory
YBI11649,High School,Factory
YBI11650,High School,Factory
YBI11651,High School,Factory
YBI11652,Graduate,Self Employeed
YBI11653,Graduate,Self Employeed
YBI11654,High School,Factory
YBI11655,Graduate,Professional
YBI11656,Graduate,Professional
YBI11657,Graduate,Professional
YBI11658,Graduate,Professional
YBI11659,Graduate,Professional
YBI11660,Graduate,Professional
YBI11661,High School,Factory
YBI11662,High School,Office
YBI11663,High School,Office
YBI11664,High School,Office
YBI11665,High School,Office
YBI11666,High School,Office
YBI11667,High School,Office
YBI11668,Graduate,Self Employeed
YBI11669,Graduate,Self Employeed
YBI11670,Graduate,Self Employeed
YBI11671,High School,Office
YBI11672,High School,Office
YBI11673,High School,Office
YBI11674,Graduate,Self Employeed
YBI11675,High School,Office
YBI11676,High School,Office
YBI11677,High School,Office
YBI11678,High School,Office
YBI11679,Graduate,Self Employeed
YBI11680,Graduate,Self Employeed
YBI11681,Graduate,Self Employeed
YBI11682,Graduate,Self Employeed
YBI11683,High School,Office
YBI11684,High School,Factory
YBI11685,High School,Factory
YBI11686,High School,Factory
YBI11687,High School,Factory
YBI11688,High School,Factory
YBI11689,High School,Factory
YBI11690,High School,Factory
YBI11691,High School,Factory
YBI11692,High School,Factory
YBI11693,High School,Factory
YBI11694,High School,Office
YBI11695,High School,Office
YBI11696,High School,Factory
YBI11697,High School,Factory
YBI11698,High School,Factory
YBI11699,High School,Office
YBI11700,High School,Office
YBI11701,High School,Professional
YBI11702,High School,Professional
YBI11703,High School,Professional
YBI11704,Graduate,Management
YBI11705,High School,Professional
YBI11706,Graduate,Management
YBI11707,Graduate,Management
YBI11708,Graduate,Management
YBI11709,High School,Self Employeed
YBI11710,Graduate,Professional
YBI11711,Graduate,Management
YBI11712,Graduate,Management
YBI11713,Graduate,Management
YBI11714,Graduate,Management
YBI11715,Graduate,Management
YBI11716,Graduate,Management
YBI11717,Graduate,Management
YBI11718,Graduate,Management
YBI11719,Graduate,Management
YBI11720,Graduate,Management
YBI11721,Graduate,Management
YBI11722,High School,Professional
YBI11723,High School,Professional
YBI11724,Graduate,Management
YBI11725,Graduate,Management
YBI11726,Graduate,Management
YBI11727,High School,Professional
YBI11728,High School,Professional
YBI11729,High School,Professional
YBI11730,High School,Professional
YBI11731,High School,Professional
YBI11732,High School,Professional
YBI11733,Graduate,Management
YBI11734,Graduate,Management
YBI11735,Graduate,Management
YBI11736,Graduate,Management
YBI11737,Graduate,Management
YBI11738,Graduate,Management
YBI11739,Graduate,Management
YBI11740,High School,Professional
YBI11741,High School,Professional
YBI11742,High School,Professional
YBI11743,High School,Professional
YBI11744,High School,Professional
YBI11745,High School,Professional
YBI11746,High School,Professional
YBI11747,High School,Professional
YBI11748,High School,Professional
YBI11749,High School,Professional
YBI11750,High School,Professional
YBI11751,High School,Professional
YBI11752,High School,Professional
YBI11753,High School,Professional
YBI11754,High School,Professional
YBI11755,Graduate,Management
YBI11756,High School,Professional
YBI11757,High School,Professional
YBI11758,High School,Self Employeed
YBI11759,High School,Self Employeed
YBI11760,High School,Professional
YBI11761,High School,Professional
YBI11762,High School,Professional
YBI11763,High School,Professional
YBI11764,High School,Professional
YBI11765,High School,Professional
YBI11766,High School,Professional
YBI11767,High School,Professional
YBI11768,High School,Professional
YBI11769,High School,Professional
YBI11770,High School,Self Employeed
YBI11771,High School,Self Employeed
YBI11772,High School,Self Employeed
YBI11773,High School,Self Employeed
YBI11774,High School,Self Employeed
YBI11775,High School,Self Employeed
YBI11776,High School,Self Employeed
YBI11777,High School,Self Employeed
YBI11778,High School,Professional
YBI11779,High School,Professional
YBI11780,High School,Professional
YBI11781,High School,Professional
YBI11782,High School,Professional
YBI11783,High School,Professional
YBI11784,High School,Professional
YBI11785,High School,Professional
YBI11786,High School,Professional
YBI11787,High School,Professional
YBI11788,High School,Professional
YBI11789,High School,Professional
YBI11790,Graduate,Management
YBI11791,High School,Professional
YBI11792,Graduate,Management
YBI11793,Graduate,Management
YBI11794,High School,Professional
YBI11795,High School,Professional
YBI11796,Graduate,Management
YBI11797,Graduate,Management
YBI11798,Graduate,Management
YBI11799,Graduate,Management
YBI11800,Graduate,Management
YBI11801,Graduate,Management
YBI11802,Graduate,Management
YBI11803,High School,Professional
YBI11804,High School,Professional
YBI11805,High School,Professional
YBI11806,High School,Professional
YBI11807,Graduate,Management
YBI11808,High School,Professional
YBI11809,High School,Professional
YBI11810,High School,Professional
YBI11811,High School,Professional
YBI11812,High School,Management
YBI11813,High School,Management
YBI11814,High School,Management
YBI11815,High School,Self Employeed
YBI11816,High School,Self Employeed
YBI11817,High School,Management
YBI11818,High School,Professional
YBI11819,High School,Professional
YBI11820,High School,Professional
YBI11821,High School,Management
YBI11822,High School,Professional
YBI11823,Graduate,Professional
YBI11824,Graduate,Professional
YBI11825,Graduate,Professional
YBI11826,Graduate,Professional
YBI11827,Graduate,Professional
YBI11828,Graduate,Professional
YBI11829,Graduate,Professional
YBI11830,Graduate,Professional
YBI11831,Graduate,Professional
YBI11832,Graduate,Professional
YBI11833,Graduate,Professional
YBI11834,High School,Management
YBI11835,Graduate,Professional
YBI11836,Graduate,Professional
YBI11837,Graduate,Professional
YBI11838,High School,Management
YBI11839,High School,Management
YBI11840,Graduate,Professional
YBI11841,High School,Management
YBI11842,High School,Management
YBI11843,Graduate,Professional
YBI11844,High School,Management
YBI11845,Graduate,Management
YBI11846,High School,Professional
YBI11847,High School,Professional
YBI11848,Graduate,Management
YBI11849,High School,Office
YBI11850,High School,Factory
YBI11851,High School,Factory
YBI11852,High School,Factory
YBI11853,High School,Factory
YBI11854,High School,Self Employeed
YBI11855,High School,Self Employeed
YBI11856,High School,Self Employeed
YBI11857,High School,Self Employeed
YBI11858,High School,Self Employeed
YBI11859,High School,Self Employeed
YBI11860,High School,Self Employeed
YBI11861,High School,Self Employeed
YBI11862,High School,Self Employeed
YBI11863,High School,Self Employeed
YBI11864,High School,Self Employeed
YBI11865,High School,Self Employeed
YBI11866,High School,Self Employeed
YBI11867,High School,Self Employeed
YBI11868,Graduate,Professional
YBI11869,Graduate,Professional
YBI11870,High School,Self Employeed
YBI11871,High School,Self Employeed
YBI11872,High School,Self Employeed
YBI11873,Graduate,Professional
YBI11874,Graduate,Professional
YBI11875,Graduate,Professional
YBI11876,Graduate,Professional
YBI11877,Graduate,Professional
YBI11878,Graduate,Professional
YBI11879,Graduate,Professional
YBI11880,Graduate,Professional
YBI11881,Graduate,Professional
YBI11882,Graduate,Professional
YBI11883,Graduate,Professional
YBI11884,Graduate,Professional
YBI11885,Graduate,Professional
YBI11886,Graduate,Professional
YBI11887,Graduate,Management
YBI11888,Graduate,Management
YBI11889,Graduate,Management
YBI11890,Graduate,Professional
YBI11891,Graduate,Professional
YBI11892,Graduate,Professional
YBI11893,Graduate,Professional
YBI11894,Graduate,Professional
YBI11895,Graduate,Management
YBI11896,Graduate,Management
YBI11897,Graduate,Professional
YBI11898,Graduate,Professional
YBI11899,Graduate,Professional
YBI11900,Graduate,Management
YBI11901,Graduate,Management
YBI11902,Graduate,Professional
YBI11903,Graduate,Professional
YBI11904,Graduate,Professional
YBI11905,Graduate,Professional
YBI11906,Graduate,Professional
YBI11907,Graduate,Professional
YBI11908,Graduate,Professional
YBI11909,Graduate,Professional
YBI11910,Graduate,Professional
YBI11911,Graduate,Professional
YBI11912,Graduate,Professional
YBI11913,Graduate,Professional
YBI11914,Graduate,Management
YBI11915,High School,Self Employeed
YBI11916,Graduate,Professional
YBI11917,Graduate,Professional
YBI11918,High School,Self Employeed
YBI11919,High School,Self Employeed
YBI11920,Graduate,Professional
YBI11921,High School,Self Employeed
YBI11922,High School,Self Employeed
YBI11923,Graduate,Management
YBI11924,Graduate,Professional
YBI11925,High School,Self Employeed
YBI11926,High School,Self Employeed
YBI11927,Graduate,Professional
YBI11928,Graduate,Professional
YBI11929,Graduate,Professional
YBI11930,Graduate,Professional
YBI11931,Graduate,Professional
YBI11932,Graduate,Management
YBI11933,Graduate,Professional
YBI11934,Graduate,Professional
YBI11935,Graduate,Professional
YBI11936,Graduate,Professional
YBI11937,Graduate,Professional
YBI11938,Graduate,Professional
YBI11939,High School,Self Employeed
YBI11940,High School,Self Employeed
YBI11941,High School,Self Employeed
YBI11942,High School,Self Employeed
YBI11943,High School,Self Employeed
YBI11944,High School,Self Employeed
YBI11945,High School,Office
YBI11946,High School,Office
YBI11947,High School,Self Employeed
YBI11948,High School,Self Employeed
YBI11949,High School,Self Employeed
YBI11950,High School,Self Employeed
YBI11951,High School,Self Employeed
YBI11952,High School,Self Employeed
YBI11953,High School,Self Employeed
YBI11954,High School,Self Employeed
YBI11955,High School,Office
YBI11956,High School,Office
YBI11957,High School,Self Employeed
YBI11958,High School,Self Employeed
YBI11959,Graduate,Management
YBI11960,High School,Office
YBI11961,High School,Self Employeed
YBI11962,High School,Self Employeed
YBI11963,High School,Office
YBI11964,High School,Self Employeed
YBI11965,High School,Self Employeed
YBI11966,High School,Office
YBI11967,Graduate,Management
YBI11968,Graduate,Management
YBI11969,High School,Self Employeed
YBI11970,High School,Self Employeed
YBI11971,High School,Self Employeed
YBI11972,High School,Self Employeed
YBI11973,Graduate,Management
YBI11974,Graduate,Management
YBI11975,Graduate,Management
YBI11976,Graduate,Management
YBI11977,Graduate,Management
YBI11978,Graduate,Management
YBI11979,Graduate,Management
YBI11980,Graduate,Management
YBI11981,High School,Self Employeed
YBI11982,Graduate,Management
YBI11983,Graduate,Management
YBI11984,High School,Self Employeed
YBI11985,High School,Self Employeed
YBI11986,High School,Self Employeed
YBI11987,High School,Self Employeed
YBI11988,High School,Self Employeed
YBI11989,High School,Office
YBI11990,High School,Self Employeed
YBI11991,High School,Self Employeed
YBI11992,High School,Self Employeed
YBI11993,High School,Self Employeed
YBI11994,Graduate,Self Employeed
YBI11995,Graduate,Self Employeed
YBI11996,Graduate,Self Employeed
YBI11997,Graduate,Self Employeed
YBI11998,Graduate,Self Employeed
YBI11999,High School,Professional
YBI12000,High School,Professional
YBI12001,High School,Professional
YBI12002,High School,Professional
YBI12003,High School,Professional
YBI12004,High School,Professional
YBI12005,High School,Professional
YBI12006,Graduate,Management
YBI12007,Graduate,Management
YBI12008,High School,Professional
YBI12009,High School,Professional
YBI12010,High School,Professional
YBI12011,Graduate,Management
YBI12012,Graduate,Management
YBI12013,Graduate,Management
YBI12014,Graduate,Management
YBI12015,Graduate,Management
YBI12016,High School,Self Employeed
YBI12017,High School,Professional
YBI12018,High School,Professional
YBI12019,High School,Professional
YBI12020,High School,Professional
YBI12021,High School,Professional
YBI12022,High School,Professional
YBI12023,High School,Self Employeed
YBI12024,High School,Self Employeed
YBI12025,High School,Professional
YBI12026,High School,Professional
YBI12027,Graduate,Management
YBI12028,Graduate,Management
YBI12029,Graduate,Management
YBI12030,High School,Professional
YBI12031,High School,Professional
YBI12032,High School,Professional
YBI12033,High School,Self Employeed
YBI12034,Graduate,Management
YBI12035,Graduate,Management
YBI12036,High School,Professional
YBI12037,High School,Professional
YBI12038,Graduate,Management
YBI12039,Graduate,Management
YBI12040,Graduate,Management
YBI12041,Graduate,Management
YBI12042,Graduate,Management
YBI12043,Graduate,Management
YBI12044,Graduate,Management
YBI12045,Graduate,Management
YBI12046,Graduate,Management
YBI12047,Graduate,Management
YBI12048,Graduate,Management
YBI12049,Graduate,Management
YBI12050,Graduate,Management
YBI12051,Graduate,Management
YBI12052,Graduate,Management
YBI12053,High School,Self Employeed
YBI12054,High School,Office
YBI12055,High School,Office
YBI12056,High School,Self Employeed
YBI12057,High School,Self Employeed
YBI12058,High School,Self Employeed
YBI12059,High School,Office
YBI12060,High School,Office
YBI12061,High School,Self Employeed
YBI12062,High School,Office
YBI12063,High School,Office
YBI12064,High School,Office
YBI12065,High School,Self Employeed
YBI12066,High School,Self Employeed
YBI12067,High School,Self Employeed
YBI12068,High School,Self Employeed
YBI12069,High School,Self Employeed
YBI12070,High School,Office
YBI12071,High School,Office
YBI12072,High School,Office
YBI12073,High School,Office
YBI12074,High School,Office
YBI12075,High School,Self Employeed
YBI12076,High School,Self Employeed
YBI12077,High School,Self Employeed
YBI12078,High School,Self Employeed
YBI12079,High School,Self Employeed
YBI12080,High School,Self Employeed
YBI12081,High School,Office
YBI12082,High School,Self Employeed
YBI12083,High School,Self Employeed
YBI12084,High School,Self Employeed
YBI12085,High School,Self Employeed
YBI12086,High School,Self Employeed
YBI12087,High School,Self Employeed
YBI12088,High School,Self Employeed
YBI12089,High School,Self Employeed
YBI12090,High School,Professional
YBI12091,High School,Self Employeed
YBI12092,High School,Self Employeed
YBI12093,High School,Self Employeed
YBI12094,High School,Professional
YBI12095,High School,Professional
YBI12096,High School,Professional
YBI12097,Graduate,Management
YBI12098,Graduate,Management
YBI12099,Graduate,Management
YBI12100,Graduate,Management
YBI12101,High School,Professional
YBI12102,High School,Professional
YBI12103,Graduate,Management
YBI12104,Graduate,Management
YBI12105,Graduate,Management
YBI12106,High School,Self Employeed
YBI12107,High School,Self Employeed
YBI12108,High School,Professional
YBI12109,High School,Professional
YBI12110,High School,Professional
YBI12111,Graduate,Management
YBI12112,Graduate,Management
YBI12113,High School,Professional
YBI12114,High School,Professional
YBI12115,High School,Professional
YBI12116,High School,Professional
YBI12117,High School,Professional
YBI12118,Graduate,Self Employeed
YBI12119,Graduate,Self Employeed
YBI12120,Graduate,Professional
YBI12121,Graduate,Professional
YBI12122,Graduate,Self Employeed
YBI12123,Graduate,Self Employeed
YBI12124,Graduate,Self Employeed
YBI12125,Graduate,Self Employeed
YBI12126,Graduate,Self Employeed
YBI12127,Graduate,Self Employeed
YBI12128,Graduate,Self Employeed
YBI12129,Graduate,Self Employeed
YBI12130,Graduate,Self Employeed
YBI12131,Graduate,Professional
YBI12132,Graduate,Professional
YBI12133,Graduate,Professional
YBI12134,Graduate,Professional
YBI12135,Graduate,Professional
YBI12136,Graduate,Professional
YBI12137,Graduate,Professional
YBI12138,Graduate,Professional
YBI12139,Graduate,Professional
YBI12140,Graduate,Professional
YBI12141,High School,Self Employeed
YBI12142,Graduate,Self Employeed
YBI12143,Graduate,Self Employeed
YBI12144,Graduate,Self Employeed
YBI12145,Graduate,Self Employeed
YBI12146,Graduate,Professional
YBI12147,Graduate,Professional
YBI12148,Graduate,Professional
YBI12149,Graduate,Professional
YBI12150,Graduate,Professional
YBI12151,Graduate,Self Employeed
YBI12152,Graduate,Self Employeed
YBI12153,Graduate,Self Employeed
YBI12154,Graduate,Self Employeed
YBI12155,Graduate,Professional
YBI12156,Graduate,Professional
YBI12157,Graduate,Professional
YBI12158,Graduate,Professional
YBI12159,Graduate,Professional
YBI12160,Graduate,Professional
YBI12161,Graduate,Professional
YBI12162,Graduate,Professional
YBI12163,Graduate,Professional
YBI12164,Graduate,Professional
YBI12165,High School,Office
YBI12166,Graduate,Professional
YBI12167,Graduate,Professional
YBI12168,Graduate,Self Employeed
YBI12169,Graduate,Self Employeed
YBI12170,Graduate,Self Employeed
YBI12171,Graduate,Self Employeed
YBI12172,Graduate,Self Employeed
YBI12173,Graduate,Self Employeed
YBI12174,Graduate,Self Employeed
YBI12175,Graduate,Self Employeed
YBI12176,Graduate,Self Employeed
YBI12177,Graduate,Self Employeed
YBI12178,Graduate,Self Employeed
YBI12179,Graduate,Professional
YBI12180,Graduate,Professional
YBI12181,Graduate,Professional
YBI12182,Graduate,Self Employeed
YBI12183,Graduate,Professional
YBI12184,Graduate,Self Employeed
YBI12185,Graduate,Professional
YBI12186,Graduate,Professional
YBI12187,Graduate,Professional
YBI12188,Graduate,Professional
YBI12189,Graduate,Professional
YBI12190,Graduate,Professional
YBI12191,Graduate,Professional
YBI12192,Graduate,Professional
YBI12193,High School,Factory
YBI12194,High School,Factory
YBI12195,High School,Factory
YBI12196,High School,Factory
YBI12197,High School,Factory
YBI12198,Graduate,Self Employeed
YBI12199,Graduate,Self Employeed
YBI12200,Graduate,Self Employeed
YBI12201,High School,Factory
YBI12202,High School,Factory
YBI12203,High School,Factory
YBI12204,High School,Factory
YBI12205,High School,Factory
YBI12206,High School,Factory
YBI12207,High School,Factory
YBI12208,High School,Office
YBI12209,High School,Office
YBI12210,High School,Office
YBI12211,High School,Office
YBI12212,High School,Office
YBI12213,High School,Office
YBI12214,High School,Office
YBI12215,High School,Office
YBI12216,High School,Office
YBI12217,Graduate,Self Employeed
YBI12218,Graduate,Self Employeed
YBI12219,Graduate,Self Employeed
YBI12220,Graduate,Self Employeed
YBI12221,Graduate,Self Employeed
YBI12222,Graduate,Self Employeed
YBI12223,High School,Factory
YBI12224,High School,Factory
YBI12225,High School,Factory
YBI12226,High School,Factory
YBI12227,High School,Factory
YBI12228,High School,Factory
YBI12229,High School,Factory
YBI12230,High School,Factory
YBI12231,High School,Office
YBI12232,High School,Office
YBI12233,High School,Office
YBI12234,High School,Office
YBI12235,High School,Office
YBI12236,High School,Office
YBI12237,High School,Office
YBI12238,High School,Self Employeed
YBI12239,High School,Office
YBI12240,High School,Office
YBI12241,High School,Office
YBI12242,High School,Office
YBI12243,High School,Office
YBI12244,High School,Office
YBI12245,High School,Office
YBI12246,High School,Self Employeed
YBI12247,High School,Self Employeed
YBI12248,High School,Self Employeed
YBI12249,High School,Self Employeed
YBI12250,High School,Self Employeed
YBI12251,High School,Self Employeed
YBI12252,High School,Self Employeed
YBI12253,High School,Self Employeed
YBI12254,High School,Self Employeed
YBI12255,High School,Self Employeed
YBI12256,High School,Office
YBI12257,High School,Office
YBI12258,High School,Office
YBI12259,Graduate,Self Employeed
YBI12260,Graduate,Self Employeed
YBI12261,Graduate,Self Employeed
YBI12262,High School,Office
YBI12263,Graduate,Self Employeed
YBI12264,Graduate,Self Employeed
YBI12265,Graduate,Self Employeed
YBI12266,Graduate,Self Employeed
YBI12267,Graduate,Self Employeed
YBI12268,Graduate,Self Employeed
YBI12269,Graduate,Self Employeed
YBI12270,Graduate,Self Employeed
YBI12271,High School,Office
YBI12272,High School,Office
YBI12273,Graduate,Self Employeed
YBI12274,High School,Self Employeed
YBI12275,Graduate,Management
YBI12276,Graduate,Management
YBI12277,High School,Self Employeed
YBI12278,High School,Self Employeed
YBI12279,High School,Self Employeed
YBI12280,High School,Self Employeed
YBI12281,High School,Self Employeed
YBI12282,High School,Self Employeed
YBI12283,High School,Self Employeed
YBI12284,High School,Self Employeed
YBI12285,Graduate,Management
YBI12286,Graduate,Management
YBI12287,High School,Self Employeed
YBI12288,High School,Self Employeed
YBI12289,High School,Office
YBI12290,High School,Office
YBI12291,High School,Office
YBI12292,High School,Office
YBI12293,High School,Self Employeed
YBI12294,High School,Self Employeed
YBI12295,High School,Office
YBI12296,High School,Office
YBI12297,High School,Office
YBI12298,High School,Office
YBI12299,High School,Office
YBI12300,High School,Office
YBI12301,High School,Office
YBI12302,High School,Self Employeed
YBI12303,High School,Self Employeed
YBI12304,High School,Self Employeed
YBI12305,High School,Self Employeed
YBI12306,High School,Self Employeed
YBI12307,High School,Self Employeed
YBI12308,High School,Self Employeed
YBI12309,High School,Self Employeed
YBI12310,High School,Self Employeed
YBI12311,High School,Self Employeed
YBI12312,High School,Self Employeed
YBI12313,High School,Self Employeed
YBI12314,High School,Professional
YBI12315,High School,Professional
YBI12316,High School,Professional
YBI12317,High School,Self Employeed
YBI12318,High School,Self Employeed
YBI12319,Graduate,Management
YBI12320,Graduate,Management
YBI12321,Graduate,Management
YBI12322,Graduate,Management
YBI12323,Graduate,Management
YBI12324,Graduate,Management
YBI12325,High School,Professional
YBI12326,High School,Professional
YBI12327,High School,Professional
YBI12328,High School,Professional
YBI12329,High School,Professional
YBI12330,High School,Professional
YBI12331,High School,Professional
YBI12332,High School,Professional
YBI12333,Graduate,Management
YBI12334,Graduate,Management
YBI12335,Graduate,Management
YBI12336,High School,Self Employeed
YBI12337,High School,Self Employeed
YBI12338,Graduate,Professional
YBI12339,Graduate,Professional
YBI12340,Graduate,Self Employeed
YBI12341,Graduate,Self Employeed
YBI12342,Graduate,Self Employeed
YBI12343,Graduate,Self Employeed
YBI12344,Graduate,Professional
YBI12345,Graduate,Professional
YBI12346,Graduate,Professional
YBI12347,Graduate,Professional
YBI12348,Graduate,Professional
YBI12349,Graduate,Professional
YBI12350,Graduate,Professional
YBI12351,High School,Self Employeed
YBI12352,High School,Self Employeed
YBI12353,Graduate,Professional
YBI12354,High School,Self Employeed
YBI12355,High School,Self Employeed
YBI12356,High School,Self Employeed
YBI12357,High School,Self Employeed
YBI12358,High School,Self Employeed
YBI12359,High School,Self Employeed
YBI12360,High School,Self Employeed
YBI12361,Graduate,Professional
YBI12362,Graduate,Professional
YBI12363,Graduate,Professional
YBI12364,Graduate,Professional
YBI12365,Graduate,Professional
YBI12366,Graduate,Professional
YBI12367,Graduate,Professional
YBI12368,Graduate,Professional
YBI12369,Graduate,Professional
YBI12370,High School,Self Employeed
YBI12371,High School,Self Employeed
YBI12372,High School,Self Employeed
YBI12373,High School,Self Employeed
YBI12374,Graduate,Professional
YBI12375,Graduate,Professional
YBI12376,Graduate,Professional
YBI12377,Graduate,Professional
YBI12378,Graduate,Professional
YBI12379,Graduate,Professional
YBI12380,Graduate,Professional
YBI12381,Graduate,Professional
YBI12382,Graduate,Management
YBI12383,Graduate,Management
YBI12384,Graduate,Management
YBI12385,Graduate,Professional
YBI12386,Graduate,Professional
YBI12387,Graduate,Professional
YBI12388,Graduate,Professional
YBI12389,Graduate,Professional
YBI12390,Graduate,Professional
YBI12391,Graduate,Professional
YBI12392,Graduate,Professional
YBI12393,Graduate,Professional
YBI12394,Graduate,Management
YBI12395,Graduate,Management
YBI12396,Graduate,Management
YBI12397,Graduate,Professional
YBI12398,Graduate,Professional
YBI12399,Graduate,Management
YBI12400,Graduate,Management
YBI12401,Graduate,Professional
YBI12402,Graduate,Professional
YBI12403,Graduate,Professional
YBI12404,Graduate,Professional
YBI12405,Graduate,Professional
YBI12406,Graduate,Professional
YBI12407,Graduate,Professional
YBI12408,Graduate,Professional
YBI12409,Graduate,Professional
YBI12410,Graduate,Professional
YBI12411,Graduate,Professional
YBI12412,Graduate,Professional
YBI12413,Graduate,Professional
YBI12414,High School,Factory
YBI12415,High School,Factory
YBI12416,High School,Office
YBI12417,High School,Office
YBI12418,High School,Office
YBI12419,High School,Office
YBI12420,High School,Office
YBI12421,High School,Self Employeed
YBI12422,High School,Professional
YBI12423,High School,Professional
YBI12424,High School,Professional
YBI12425,High School,Professional
YBI12426,High School,Professional
YBI12427,High School,Professional
YBI12428,High School,Self Employeed
YBI12429,High School,Self Employeed
YBI12430,High School,Self Employeed
YBI12431,High School,Self Employeed
YBI12432,High School,Professional
YBI12433,High School,Professional
YBI12434,Graduate,Management
YBI12435,Graduate,Management
YBI12436,Graduate,Management
YBI12437,High School,Professional
YBI12438,High School,Professional
YBI12439,High School,Professional
YBI12440,Graduate,Management
YBI12441,Graduate,Management
YBI12442,Graduate,Management
YBI12443,High School,Professional
YBI12444,High School,Professional
YBI12445,High School,Professional
YBI12446,High School,Professional
YBI12447,Graduate,Management
YBI12448,High School,Professional
YBI12449,High School,Professional
YBI12450,High School,Professional
YBI12451,High School,Professional
YBI12452,High School,Professional
YBI12453,High School,Professional
