CustID,Age,Gender,City,AccountType,Balance,LoanAmt,EMI,Default
2631,19,M,Ratlam,Current,454783.62,565143.49,37637.15,No
2632,52,M,Durgapur,Savings,434346.15,841439.59,4054.38,Yes
2633,31,F,Bihar Sharif,Savings,323024.75,572745.37,47318.34,No
2634,26,M,Ujjain,Current,48216.7,955710.93,28903.32,No
2635,22,M,Navi Mumbai,Savings,114730.51,111752.2,7092.65,Yes
2636,28,M,Gudivada,Savings,109854.45,127873.84,35348.71,No
2637,59,F,Bhiwani,Loan,374061.41,879427.99,29371.98,Yes
2638,62,M,Eluru,Loan,105630.18,164432.38,28844.37,Yes
2639,47,F,Yamunanagar,Current,356830.35,940217.44,30987.46,Yes
2640,57,F,Medininagar,Savings,477223.53,874734.37,34587.33,Yes
2641,35,M,Hyderabad,Loan,328794.76,72433.52,12172.92,Yes
2642,65,M,Bathinda,Current,125367.06,392927.57,33103.22,Yes
2643,53,F,Katni,Savings,18844.76,840926.31,9838.68,Yes
2644,53,F,Aizawl,Savings,27491.33,802410.95,21064.31,No
2645,61,F,Tirupati,Savings,220712.46,627016.91,47952.25,Yes
2646,65,F,Patiala,Savings,309649.12,423525.37,45165.43,No
2647,38,M,Tadipatri,Savings,399351.39,496283.09,9649.38,Yes
2648,20,M,Bellary,Loan,424734.71,630250.8,38477.68,No
2649,29,F,Bongaigaon,Loan,438763.05,129216.68,36408.24,Yes
2650,48,F,Ranchi,Current,331219.64,500712.63,39037.73,Yes
2651,49,F,Bardhaman,Current,201463.21,203951.96,20487.98,No
2652,24,F,Ichalkaranji,Loan,282533.39,864265.91,17275.16,No
2653,59,F,Bhilai,Current,172480.24,261533.55,41367.1,Yes
2654,44,M,Darbhanga,Current,413797.92,627199.56,19778.51,Yes
2655,53,M,Bhubaneswar,Savings,123504.14,114416.33,37377.89,Yes
2656,41,M,Surendranagar Dudhrej,Loan,406583.12,590169.73,49704.1,Yes
2657,63,M,Varanasi,Current,164128.81,784699.68,4003.55,Yes
2658,38,F,Thane,Current,55110.54,932473.04,19341.44,No
2659,64,M,Panvel,Current,285465.28,800062.62,5302.97,Yes
2660,36,M,Nagaon,Current,86061.81,684286.43,43744.62,No
2661,21,M,Sirsa,Savings,434387.58,426574.88,25931.52,Yes
2662,28,F,Kumbakonam,Savings,1372.82,765701.39,265.4,No
2663,61,M,Pallavaram,Savings,66367.39,207063.56,43622.1,No
2664,25,F,Katihar,Current,151698.66,444377.0,21238.87,Yes
2665,64,M,Sonipat,Savings,315452.14,720873.28,3643.91,Yes
2666,36,F,Vijayawada,Loan,91726.65,35817.24,31991.89,No
2667,56,F,Gudivada,Savings,360031.36,511459.08,26430.78,Yes
2668,60,M,Sambalpur,Savings,414405.05,196631.4,25546.78,Yes
2669,36,M,Gopalpur,Savings,222934.56,205540.14,27116.11,Yes
2670,54,M,Anantapur,Loan,5240.76,786631.37,42638.26,No
2671,28,M,Miryalaguda,Current,367531.69,894333.61,40150.7,Yes
2672,58,M,Jhansi,Loan,488162.32,901697.04,42265.74,Yes
2673,22,F,Nagpur,Savings,172300.15,84445.87,23803.76,No
2674,46,F,Danapur,Loan,267744.39,60665.07,21042.68,No
2675,57,F,Karaikudi,Savings,427796.65,517796.65,3396.12,Yes
2676,58,M,Sambhal,Current,243431.31,475590.69,35987.75,No
2677,35,F,Shahjahanpur,Current,97642.82,200833.19,3308.87,Yes
2678,39,M,Thane,Current,294099.25,31508.23,10805.81,Yes
2679,24,F,Sultan Pur Majra,Loan,278722.45,625871.0,47757.98,No
2680,52,M,Bahraich,Current,261685.17,972884.07,34254.45,Yes
2681,61,F,Haldia,Savings,499977.32,955871.83,42695.89,No
2682,53,M,Kota,Loan,283433.37,280660.22,4469.91,No
2683,39,F,Anand,Loan,39098.88,457575.48,19982.08,No
2684,64,M,Begusarai,Loan,84434.55,514535.41,26740.77,No
2685,45,M,Kolkata,Loan,408288.77,51532.54,4519.53,No
2686,61,M,Jamalpur,Current,45761.47,67380.68,43285.28,No
2687,48,M,Rajahmundry,Loan,291995.19,992663.35,42299.12,Yes
2688,46,F,Dibrugarh,Loan,112231.67,731430.43,27223.87,No
2689,21,F,Bhubaneswar,Loan,292107.96,922965.18,27808.8,No
2690,56,M,Sri Ganganagar,Current,388214.9,146313.9,20386.47,No
2691,58,F,Anantapuram,Current,190768.54,449086.99,20718.85,No
2692,32,F,Naihati,Current,450112.87,719137.6,49695.56,No
2693,30,F,Bulandshahr,Current,302286.67,988278.27,27835.75,Yes
2694,21,F,Amaravati,Savings,427485.07,359543.63,45562.55,No
2695,49,F,Kochi,Current,180431.27,265042.89,11892.97,No
2696,57,M,Bokaro,Savings,340673.14,417100.6,20283.84,No
2697,27,F,Buxar,Current,395216.93,10059.73,36370.34,No
2698,21,F,Tiruppur,Loan,174340.99,153562.59,8212.3,No
2699,18,F,Jamshedpur,Current,479773.28,617679.65,5581.72,Yes
2700,59,M,Kishanganj,Savings,225540.2,959901.95,27880.79,No
2701,22,F,Sangli-Miraj & Kupwad,Loan,242907.74,286359.24,2326.71,No
2702,56,F,Coimbatore,Current,117012.78,2666.32,26970.18,No
2703,45,F,Burhanpur,Savings,220286.07,419380.91,13115.66,No
2704,49,F,Siliguri,Loan,126169.02,881829.42,22048.59,Yes
2705,21,F,Kalyan-Dombivli,Current,313081.85,159896.41,9412.63,No
2706,20,F,Hubli–Dharwad,Savings,134417.59,535415.56,8813.91,No
2707,52,M,Nandyal,Savings,308336.01,191921.87,48102.71,No
2708,25,M,Hubli–Dharwad,Savings,238682.87,133143.21,48111.53,No
2709,23,M,Nashik,Loan,128313.69,395803.21,14786.92,No
2710,55,M,Bhalswa Jahangir Pur,Current,431848.44,111279.25,48580.98,No
2711,51,M,Gurgaon,Loan,495647.67,263051.21,9145.07,Yes
2712,19,F,Mangalore,Savings,484476.66,333991.26,23517.59,Yes
2713,65,F,Srinagar,Current,24270.74,665400.82,7938.88,No
2714,27,M,Noida,Loan,451977.98,109652.57,1566.0,No
2715,25,F,Rohtak,Loan,295271.08,239317.03,46716.52,No
2716,41,F,Guntakal,Loan,437243.66,627064.6,2682.41,Yes
2717,63,F,Munger,Savings,71804.73,28518.57,38783.78,No
2718,25,M,Jehanabad,Loan,327423.9,815563.78,27339.14,Yes
2719,49,F,Uluberia,Savings,474147.86,364350.86,14181.82,No
2720,25,F,Thrissur,Savings,82319.15,582046.96,20096.23,No
2721,62,M,Dhanbad,Loan,203811.73,402118.83,28061.0,Yes
2722,22,M,Bhiwandi,Loan,292227.2,24903.52,1780.35,Yes
2723,27,F,Gandhinagar,Savings,310079.28,962275.41,4484.68,Yes
2724,50,M,Bhusawal,Savings,400005.25,383747.12,31873.7,No
2725,36,M,Siwan,Loan,248570.26,735382.35,20542.71,Yes
2726,45,F,Dindigul,Loan,72380.84,735425.56,38826.59,Yes
2727,48,F,Udupi,Savings,99479.9,356035.32,42372.42,Yes
2728,21,M,Siwan,Loan,63967.5,287020.11,1864.82,No
2729,46,M,Guntakal,Loan,219487.87,243519.22,12755.04,No
2730,23,F,Sultan Pur Majra,Current,42718.72,315969.08,28878.66,No
2731,62,M,Ludhiana,Savings,416327.71,17350.79,18107.74,No
2732,25,F,Pali,Loan,163656.36,421383.31,31037.58,No
2733,36,F,Orai,Savings,100077.51,193493.94,40089.29,No
2734,26,F,Ahmedabad,Savings,94109.13,33078.11,1182.83,No
2735,24,F,Meerut,Current,148933.38,517960.36,35517.73,Yes
2736,59,M,Saharsa,Savings,60102.2,759942.83,20869.32,No
2737,25,M,Khora ,Loan,162628.06,987176.82,37911.91,Yes
2738,49,F,Dharmavaram,Loan,473282.32,364917.29,24202.6,No
2739,32,M,Sri Ganganagar,Loan,47950.07,560037.78,45957.36,No
2740,31,F,Mathura,Current,130473.17,794899.19,25290.68,Yes
2741,65,F,Jamnagar,Savings,294811.57,815976.77,15195.33,Yes
2742,43,M,Naihati,Loan,470187.74,16629.0,12703.85,No
2743,57,F,Hosur,Current,292635.41,652111.5,16074.3,No
2744,63,F,Hosur,Loan,245294.86,88543.95,10428.56,No
2745,55,F,Avadi,Current,25908.8,489191.51,14307.39,Yes
2746,25,F,Nashik,Loan,459406.91,98955.05,1353.01,No
2747,50,F,Ramagundam,Current,476177.73,473653.35,3661.91,No
2748,56,M,Baranagar,Savings,9237.75,193914.39,29637.07,Yes
2749,48,F,Phusro,Savings,227460.68,171432.97,17580.45,Yes
2750,58,F,Hyderabad,Loan,453129.38,418715.4,15781.49,Yes
2751,25,F,Ratlam,Loan,97682.58,119066.65,2220.31,No
2752,55,F,Kanpur,Loan,224866.15,19702.75,26426.59,Yes
2753,33,F,Chandigarh,Current,79004.7,100412.12,18082.96,No
2754,28,M,Ambala,Savings,70046.48,881542.74,48577.46,Yes
2755,61,F,Solapur,Savings,308990.48,105614.18,30655.91,No
2756,49,F,Chandrapur,Savings,128448.99,536533.62,39990.12,Yes
2757,46,M,Giridih,Loan,227014.05,53425.3,34246.83,No
2758,63,F,Nandyal,Savings,460523.47,596203.86,9203.27,Yes
2759,25,F,Panchkula,Loan,145768.48,651393.49,39175.46,No
2760,57,F,Nagaon,Loan,29007.57,243121.7,29680.0,No
2761,28,M,Jabalpur,Loan,261176.4,192231.57,6012.44,Yes
2762,42,M,Sasaram,Savings,372968.76,636432.53,23165.36,Yes
2763,50,F,Raipur,Current,106340.19,525594.32,14733.02,No
2764,23,F,Aizawl,Current,117111.63,533230.15,37968.66,Yes
2765,35,F,Pune,Current,388251.05,105625.9,31757.11,No
2766,49,F,Bulandshahr,Savings,62098.28,302068.46,10688.18,Yes
2767,44,F,Ulhasnagar,Current,327899.99,160392.77,41563.13,No
2768,24,M,Hapur,Loan,410978.61,569590.07,19015.48,No
2769,19,F,Loni,Loan,386431.93,148712.64,35952.09,No
2770,41,M,Bidhannagar,Loan,71526.98,956555.17,46034.29,Yes
2771,23,M,Pondicherry,Current,445781.12,178476.14,7284.49,No
2772,27,F,Bhagalpur,Savings,100538.02,868475.85,6182.36,No
2773,57,M,Jodhpur,Loan,200289.07,591970.33,18079.24,No
2774,55,M,Howrah,Savings,44424.79,357065.1,18601.73,No
2775,19,M,Durgapur,Current,473995.19,609908.37,20719.37,Yes
2776,36,F,Tenali,Savings,453362.14,406254.89,33222.93,Yes
2777,46,M,Tadepalligudem,Current,77282.52,829216.77,24147.71,No
2778,62,F,Darbhanga,Current,417522.51,12758.22,31760.23,Yes
2779,56,M,Ahmednagar,Loan,48406.83,67642.08,12953.08,Yes
2780,19,F,Kota,Savings,460944.89,509537.94,8483.34,No
2781,29,F,Katni,Current,178137.1,944419.88,1922.36,No
2782,56,M,Jamnagar,Loan,252628.82,677089.83,17446.22,Yes
2783,18,M,Barasat,Loan,170418.12,741762.14,34167.82,No
2784,37,F,Miryalaguda,Loan,240801.7,206110.06,8307.43,No
2785,21,M,Haridwar,Loan,392882.85,150262.45,38720.38,No
2786,45,M,Bangalore,Savings,209771.78,372204.56,37286.9,No
2787,46,F,Jehanabad,Current,99270.26,488289.63,11473.45,Yes
2788,62,F,Rajkot,Savings,315682.17,43638.85,39716.55,No
2789,28,M,Chandrapur,Savings,497218.95,530689.86,19871.36,Yes
2790,56,M,Deoghar,Loan,340037.28,240158.92,1039.83,Yes
2791,53,M,Akola,Loan,122924.79,829020.24,13664.96,Yes
2792,35,F,Muzaffarnagar,Current,294515.16,442608.03,11352.89,No
2793,48,F,Ranchi,Loan,165876.9,693036.69,26314.79,No
2794,29,M,Agra,Loan,28412.82,240077.03,32966.87,Yes
2795,42,M,Khammam,Savings,316987.53,839733.82,13794.32,Yes
2796,42,F,Aurangabad,Loan,414967.12,612342.69,11359.48,No
2797,62,F,Kochi,Savings,34409.79,687275.92,47330.46,No
2798,65,F,Coimbatore,Savings,265038.54,824026.32,33192.87,Yes
2799,39,F,Tiruchirappalli,Savings,440794.05,45702.61,43731.89,No
2800,37,M,Ongole,Current,399481.6,795151.24,14104.64,Yes
2801,55,M,Thanjavur,Savings,17107.89,449694.97,3043.67,Yes
2802,64,M,Raichur,Current,474242.54,125506.82,20710.07,No
2803,51,F,Loni,Loan,275432.82,485042.61,25031.78,Yes
2804,37,M,Parbhani,Current,190087.61,148339.24,22294.36,Yes
2805,39,F,Tiruvottiyur,Savings,297382.66,578668.51,24567.89,Yes
2806,57,M,Satna,Current,159052.92,352997.88,24379.21,Yes
2807,23,F,Gurgaon,Savings,424274.6,427569.41,24330.72,Yes
2808,44,F,Ambala,Current,53242.26,39607.76,12825.81,Yes
2809,34,M,Kishanganj,Savings,409351.72,388845.38,46128.64,No
2810,46,F,Mango,Savings,52818.2,825684.34,2440.19,Yes
2811,43,M,Durg,Savings,391313.53,450807.91,25298.04,No
2812,31,F,Kishanganj,Loan,244472.79,332010.19,18595.38,Yes
2813,31,F,Muzaffarpur,Savings,24664.82,357488.33,40271.57,No
2814,29,M,Aurangabad,Savings,419239.11,100989.24,39569.07,No
2815,57,M,Bijapur,Loan,251883.63,437360.01,23644.29,No
2816,46,M,Agra,Savings,253216.11,172675.0,13539.04,Yes
2817,63,M,Latur,Savings,184281.43,555813.15,24335.34,Yes
2818,36,F,Motihari,Savings,156340.6,295632.38,28182.02,Yes
2819,34,F,Secunderabad,Savings,261719.64,843776.57,45637.94,Yes
2820,39,F,Panvel,Current,456548.53,634474.7,22445.36,No
2821,41,F,Mysore,Current,53933.4,331345.73,40338.01,Yes
2822,30,M,Karaikudi,Loan,258028.14,932895.94,40890.95,No
2823,33,F,Berhampore,Loan,59938.71,409619.52,13430.24,Yes
2824,52,F,Pune,Loan,267660.99,794652.01,19129.88,Yes
2825,50,F,Nanded,Savings,166944.15,796214.41,28930.5,Yes
2826,24,M,Bhopal,Current,8765.15,525109.46,44218.84,Yes
2827,47,M,Bhilai,Loan,96432.65,477821.49,3650.21,No
2828,44,M,New Delhi,Current,291579.94,721055.67,10413.82,Yes
2829,22,M,Ulhasnagar,Loan,386675.58,136997.4,26758.73,No
2830,19,M,Kadapa,Current,369867.58,218064.59,39879.35,No
2831,47,F,Noida,Savings,424936.86,410205.35,43427.6,Yes
2832,37,F,Udaipur,Savings,396816.59,432188.69,17867.62,No
2833,40,F,Gandhidham,Loan,289986.98,202824.49,43335.35,No
2834,51,F,Gangtok,Current,86975.48,257437.06,12269.43,No
2835,31,M,Raichur,Loan,430351.23,521144.43,29902.79,Yes
2836,56,F,Dehradun,Loan,331963.74,167257.54,26378.13,Yes
2837,44,F,Haridwar,Loan,65839.91,222919.14,32586.78,No
2838,62,M,Unnao,Loan,467428.97,927731.29,8179.16,No
2839,55,F,Alwar,Loan,61016.8,924627.11,39070.02,Yes
2840,29,F,Sirsa,Loan,316110.99,642126.59,4969.69,No
2841,53,F,Phagwara,Loan,311292.52,73994.27,20782.73,Yes
2842,39,M,Gangtok,Loan,175464.39,581109.26,32765.39,Yes
2843,37,F,Lucknow,Loan,32795.21,33489.52,25225.65,No
2844,43,M,Jaipur,Savings,390835.36,289191.01,6137.93,No
2845,48,M,Mysore,Savings,223306.12,898975.81,31355.94,Yes
2846,34,F,Belgaum,Loan,174448.18,228805.72,9046.46,No
2847,56,M,Guna,Loan,248240.33,432785.7,2917.62,No
2848,45,M,Kalyan-Dombivli,Savings,450728.46,152784.14,47672.91,Yes
2849,23,F,Thane,Savings,47177.24,794996.61,29012.17,Yes
2850,39,F,Lucknow,Current,47742.18,697320.5,33247.87,Yes
2851,65,M,Hosur,Savings,109770.32,175575.31,11509.25,Yes
2852,57,F,Akola,Savings,474945.71,651628.7,5123.13,No
2853,18,M,Guwahati,Loan,84283.14,850501.38,25828.38,No
2854,23,F,Allahabad,Savings,422322.85,975631.94,8727.6,Yes
2855,65,F,Nizamabad,Loan,462695.4,443696.68,1057.61,Yes
2856,59,M,Patiala,Savings,115544.0,872230.93,43508.37,Yes
2857,41,F,Jalandhar,Loan,286360.09,506136.9,49230.4,Yes
2858,49,F,Gudivada,Loan,375353.63,43855.06,12995.15,Yes
2859,34,F,Hubli–Dharwad,Loan,449767.76,341628.84,5145.85,No
2860,37,F,Mahbubnagar,Loan,146526.9,328394.78,21547.68,Yes
2861,19,M,Bhavnagar,Loan,352665.93,193235.5,12923.6,Yes
2862,54,M,Muzaffarnagar,Savings,312379.12,572536.65,43395.49,Yes
2863,24,F,Ambarnath,Loan,24657.3,692600.87,5943.84,Yes
2864,44,M,Kumbakonam,Loan,416297.52,68738.96,19807.7,Yes
2865,57,M,Unnao,Current,234426.52,918888.18,18857.08,Yes
2866,30,M,Serampore,Current,233195.63,152678.71,8322.45,Yes
2867,20,F,Phagwara,Current,16782.6,727173.21,34170.14,No
2868,52,F,Noida,Loan,305040.97,817186.43,42217.23,Yes
2869,30,M,Phagwara,Loan,216926.68,181128.36,38356.37,No
2870,23,F,Solapur,Loan,141350.72,778191.26,29502.53,No
2871,53,M,Gandhinagar,Current,360349.83,516983.26,947.92,No
2872,20,F,Gangtok,Current,462163.28,800722.63,4482.03,No
2873,44,F,Sultan Pur Majra,Current,170130.93,860016.68,1865.85,No
2874,31,F,Warangal,Loan,194869.59,919307.58,39897.18,Yes
2875,56,M,Suryapet,Savings,20290.17,753500.35,13387.71,No
2876,60,M,Rewa,Current,412477.52,536251.52,27875.42,No
2877,34,F,Serampore,Current,257220.57,146054.8,34655.01,Yes
2878,57,F,Sambhal,Loan,403308.34,769323.26,18699.64,No
2879,27,M,Ahmedabad,Savings,36411.02,117423.93,36519.41,No
2880,64,M,Bhiwani,Savings,360170.29,930232.55,33901.91,Yes
2881,45,F,Gorakhpur,Savings,49939.6,200760.73,3640.53,Yes
2882,21,M,Tiruppur,Savings,262487.78,486721.26,23003.61,Yes
2883,23,M,Bijapur,Savings,291454.84,999489.61,22834.42,Yes
2884,52,M,Tirupati,Savings,480399.26,420582.65,1163.94,Yes
2885,36,M,Tadipatri,Savings,478054.27,374344.52,29951.67,Yes
2886,48,M,Mahbubnagar,Current,250855.21,957130.06,7368.39,Yes
2887,40,F,Raiganj,Current,298670.7,640086.55,32780.58,Yes
2888,19,F,Dindigul,Savings,357770.66,551374.33,28584.07,No
2889,56,M,Amravati,Current,6913.87,801841.9,41106.17,No
2890,25,F,Gopalpur,Current,50261.16,745621.07,22442.15,Yes
2891,54,M,Khammam,Current,83264.03,698269.2,42901.41,No
2892,34,M,Malegaon,Savings,496695.42,962695.63,21962.89,Yes
2893,65,F,Adoni,Loan,180806.17,398970.68,38985.41,Yes
2894,29,F,Jabalpur,Current,155061.17,178011.66,27764.22,Yes
2895,59,F,Bikaner,Savings,160224.62,954488.6,1925.07,No
2896,25,F,Gudivada,Loan,225499.62,334384.64,34178.27,Yes
2897,63,M,Bangalore,Current,19919.41,16522.81,22878.99,No
2898,55,M,Aizawl,Savings,117328.95,538076.3,9596.09,No
2899,29,F,Chandigarh,Savings,487009.55,555294.59,32573.59,No
2900,52,F,Munger,Current,10480.36,746020.58,4174.21,Yes
2901,44,M,Guna,Loan,156403.72,256834.63,35358.19,No
2902,28,F,Karaikudi,Current,305392.52,150466.37,718.52,Yes
2903,24,M,Bettiah,Loan,244458.41,454628.02,22712.03,Yes
2904,54,F,Tiruppur,Loan,471964.99,61704.22,42472.52,Yes
2905,20,F,Tadepalligudem,Loan,485809.61,621294.35,2333.34,Yes
2906,64,F,Thanjavur,Savings,74554.76,374058.11,34024.24,No
2907,58,M,Muzaffarnagar,Savings,372017.81,412654.29,13697.03,No
2908,30,F,Secunderabad,Loan,403856.84,898733.57,21205.64,No
2909,56,M,Ludhiana,Loan,477476.74,836999.32,45988.07,No
2910,38,M,Tiruppur,Loan,338934.55,99058.44,34816.78,No
2911,24,M,Rampur,Current,29089.37,634965.1,36727.29,No
2912,29,F,Thiruvananthapuram,Current,324837.1,640016.6,33317.2,Yes
2913,35,M,Ambarnath,Loan,425715.4,11623.75,28374.48,Yes
2914,35,F,Meerut,Current,256918.76,947607.93,28030.56,No
2915,41,F,Bellary,Current,153227.46,319525.53,47137.39,No
2916,21,M,Jhansi,Current,369556.4,557851.65,3793.91,Yes
2917,23,M,Kamarhati,Savings,425088.26,550173.86,22460.66,No
2918,38,M,Mirzapur,Loan,2060.5,60842.5,29681.39,Yes
2919,29,F,Maheshtala,Loan,174313.89,49479.06,29747.55,Yes
2920,40,F,Mango,Current,186535.52,453284.12,44413.12,No
2921,20,M,Ujjain,Current,407449.72,402629.52,1494.23,Yes
2922,40,F,Begusarai,Savings,86976.18,388308.78,43912.41,Yes
2923,41,F,Saharsa,Loan,420434.94,559471.34,16461.0,Yes
2924,64,M,Patna,Loan,391225.64,503594.03,44525.91,No
2925,60,M,Rajkot,Current,334096.8,571003.43,24125.7,No
2926,33,F,Aligarh,Current,183067.71,850486.0,16498.33,Yes
2927,55,M,Jamshedpur,Current,239090.29,242442.83,44629.04,No
2928,57,F,Kozhikode,Loan,279888.66,394129.88,29500.66,Yes
2929,18,F,Bathinda,Loan,90380.48,556670.71,43236.18,Yes
2930,21,F,Tirupati,Loan,198572.78,437585.75,3076.89,No
2931,57,M,Ghaziabad,Loan,162944.52,780904.39,5383.72,Yes
2932,61,F,Satna,Savings,432428.33,393512.79,7853.19,Yes
2933,21,F,Adoni,Current,123968.6,64634.76,25298.41,Yes
2934,42,M,Jalandhar,Loan,185468.78,417866.16,3343.07,Yes
2935,39,M,Rohtak,Current,373963.71,213225.55,6173.88,Yes
2936,40,M,Muzaffarpur,Savings,359788.05,823362.24,3.07,Yes
2937,55,M,Singrauli,Savings,299531.53,341247.2,5040.47,No
2938,49,M,Ahmedabad,Current,424686.04,619191.41,7519.34,Yes
2939,18,F,Mahbubnagar,Current,182623.09,813262.66,32140.36,Yes
2940,59,F,Malegaon,Savings,249168.15,950163.42,36831.16,No
2941,59,F,Madanapalle,Savings,441870.13,654357.32,13161.65,Yes
2942,47,F,Tadipatri,Current,437508.9,999606.86,23587.66,Yes
2943,53,F,Jamnagar,Loan,471856.9,118951.75,9152.1,Yes
2944,36,F,Kurnool,Savings,384177.6,85195.51,26479.29,No
2945,45,M,Bhubaneswar,Savings,192329.21,456972.8,39677.86,Yes
2946,31,F,Sonipat,Savings,158807.87,514712.26,5522.8,Yes
2947,27,F,Ramagundam,Savings,302923.06,333800.1,46582.6,Yes
2948,43,M,Burhanpur,Savings,396926.13,493041.82,22156.74,Yes
2949,39,F,Nangloi Jat,Savings,153155.74,442647.0,6842.66,No
2950,36,F,Rewa,Current,196405.6,935030.86,43860.82,Yes
2951,48,F,Tadepalligudem,Current,136856.48,148503.58,39993.4,Yes
2952,24,F,Korba,Savings,455618.4,576767.17,42925.72,No
2953,50,F,Buxar,Savings,207114.54,467717.33,15046.59,Yes
2954,45,F,Kolkata,Current,464731.03,633092.54,20985.27,No
2955,38,F,Karnal,Loan,467394.87,721837.39,23564.82,No
2956,65,M,Fatehpur,Loan,406249.39,738232.69,37752.62,No
2957,44,F,Udaipur,Savings,3201.22,315036.37,9367.0,Yes
2958,45,F,Varanasi,Loan,178292.93,647090.23,16660.6,Yes
2959,53,F,Gorakhpur,Loan,13933.92,822456.11,27262.69,Yes
2960,19,F,Latur,Current,139764.61,856383.29,27871.39,No
2961,25,M,Malegaon,Savings,238779.07,181083.13,29331.83,Yes
2962,32,M,Chennai,Current,333012.19,504634.36,45050.49,No
2963,54,F,Panvel,Current,52941.9,783601.44,36503.74,Yes
2964,55,F,Latur,Loan,110548.99,397621.78,5057.36,No
2965,29,M,Imphal,Loan,171133.14,407222.27,31746.65,No
2966,43,F,Uluberia,Current,108365.04,512300.32,42010.0,Yes
2967,26,F,Berhampore,Current,172201.55,746903.2,37685.39,No
2968,41,M,Ambattur,Loan,147565.9,793711.97,146.48,No
2969,40,M,Miryalaguda,Current,34557.73,358899.13,15819.16,Yes
2970,25,M,Aligarh,Loan,51848.99,918092.58,8651.34,Yes
2971,46,F,Visakhapatnam,Current,56951.96,446640.53,34721.45,Yes
2972,37,M,Bhilai,Savings,7284.56,152608.3,42035.07,Yes
2973,47,F,Hyderabad,Loan,443013.87,780779.06,36742.16,No
2974,62,M,Indore,Loan,448640.54,491479.24,5590.07,Yes
2975,63,M,Amaravati,Savings,206257.5,576022.28,39473.84,No
2976,45,F,Tiruchirappalli,Current,284252.69,750687.43,19846.71,Yes
2977,56,M,Thrissur,Loan,445529.72,734311.12,43840.32,Yes
2978,36,F,Nizamabad,Savings,103016.53,811519.71,44514.58,Yes
2979,59,F,Tiruchirappalli,Current,22726.93,106797.92,13530.67,No
2980,29,F,Bhind,Savings,75837.5,647543.91,488.42,Yes
2981,53,F,Miryalaguda,Current,305700.05,894602.93,7838.85,Yes
2982,63,M,Madhyamgram,Current,45605.09,472436.31,47251.24,No
2983,56,F,Narasaraopet,Loan,447491.96,119093.37,4099.65,Yes
2984,37,M,Karawal Nagar,Current,492679.69,992748.01,1790.01,No
2985,62,M,Tinsukia,Savings,9497.27,113240.22,18245.54,No
2986,58,F,Guwahati,Savings,217128.45,342008.55,44316.65,No
2987,35,F,Buxar,Loan,240697.92,415947.07,2103.94,No
2988,22,F,Kirari Suleman Nagar,Savings,179450.22,191057.96,30685.81,No
2989,52,F,Rohtak,Savings,317518.8,20314.88,44328.24,No
2990,32,F,Malda,Loan,467825.02,390340.74,13870.32,Yes
2991,27,F,Salem,Savings,444747.73,12007.52,36652.89,Yes
2992,30,F,Kulti,Current,160077.44,278159.24,9102.56,No
2993,20,M,Nangloi Jat,Current,80633.42,887871.62,23082.97,No
2994,51,F,Tiruvottiyur,Loan,266182.36,830650.8,35917.44,No
2995,51,F,Guntakal,Current,209587.41,466636.16,45398.52,No
2996,64,F,Kota,Current,263678.26,65749.86,1889.13,Yes
2997,20,F,Jodhpur,Loan,263596.22,241757.3,34648.7,No
2998,36,F,Darbhanga,Savings,453717.07,582692.14,21672.29,Yes
2999,49,M,Jehanabad,Loan,89492.77,396105.31,24320.43,Yes
3000,62,M,Ujjain,Current,189079.61,808762.32,31953.48,No
3001,38,F,Saharsa,Current,93916.81,654809.88,39818.17,Yes
3002,47,F,Raiganj,Savings,310593.9,860877.92,41503.78,No
3003,32,F,Navi Mumbai,Savings,229777.04,277280.2,1744.12,No
3004,46,M,Bhimavaram,Savings,358343.57,911932.02,6180.25,Yes
3005,18,F,Pali,Savings,452655.99,110458.59,41595.24,Yes
3006,62,M,Tirupati,Savings,52919.98,358167.51,38475.96,No
3007,47,F,Jaunpur,Current,144466.47,487923.19,2166.99,No
3008,37,M,Kulti,Savings,102514.82,142867.33,13851.54,Yes
3009,37,F,Phusro,Savings,440684.88,989340.2,48630.54,Yes
3010,24,M,Ramgarh,Loan,377989.62,664359.16,17325.07,No
3011,52,F,Sikar,Savings,56284.4,989970.48,37737.08,No
3012,65,F,Rajkot,Savings,356642.02,456905.17,35266.08,Yes
3013,33,F,Ranchi,Savings,343460.29,799200.6,6638.06,Yes
3014,34,F,Bahraich,Savings,426231.65,799442.17,37920.36,Yes
3015,51,M,Mahbubnagar,Loan,167660.01,399024.3,21983.64,No
3016,35,F,Sangli-Miraj & Kupwad,Current,498006.48,686293.56,23954.1,No
3017,62,F,Giridih,Loan,421564.55,803472.53,1256.45,Yes
3018,51,M,Kumbakonam,Loan,41720.19,570777.99,5662.47,No
3019,30,M,Hubli–Dharwad,Savings,439113.29,564277.82,19300.18,No
3020,54,M,Sri Ganganagar,Current,359855.97,228520.03,3747.86,Yes
3021,52,M,Vadodara,Loan,20459.1,956980.63,33738.57,No
3022,23,M,Sambalpur,Savings,485294.06,695561.41,22515.92,Yes
3023,56,M,Avadi,Loan,417451.4,898730.02,28277.35,Yes
3024,27,F,South Dumdum,Savings,438693.03,256441.12,16660.32,Yes
3025,36,F,Dhanbad,Savings,432889.26,51386.16,13935.54,No
3026,50,F,Bhopal,Loan,326495.86,756066.63,47260.72,Yes
